asset_id,file,error
ALHC_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ALHC_combined.csv,MS is not supported as period frequency
ALIT_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ALIT_combined.csv,MS is not supported as period frequency
ALK_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ALK_combined.csv,MS is not supported as period frequency
ALKS_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ALKS_combined.csv,MS is not supported as period frequency
ALKT_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ALKT_combined.csv,MS is not supported as period frequency
ALL_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ALL_combined.csv,MS is not supported as period frequency
ALLE_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ALLE_combined.csv,MS is not supported as period frequency
ALLY_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ALLY_combined.csv,MS is not supported as period frequency
ALM_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ALM_combined.csv,MS is not supported as period frequency
ALMS_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ALMS_combined.csv,MS is not supported as period frequency
ALNY_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ALNY_combined.csv,MS is not supported as period frequency
ALRM_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ALRM_combined.csv,MS is not supported as period frequency
ALSN_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ALSN_combined.csv,MS is not supported as period frequency
ALV_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ALV_combined.csv,MS is not supported as period frequency
ALVO_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ALVO_combined.csv,MS is not supported as period frequency
ALX_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ALX_combined.csv,MS is not supported as period frequency
AM_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AM_combined.csv,MS is not supported as period frequency
AMAT_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMAT_combined.csv,MS is not supported as period frequency
AMBA_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMBA_combined.csv,MS is not supported as period frequency
AMBP_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMBP_combined.csv,MS is not supported as period frequency
AMC_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMC_combined.csv,MS is not supported as period frequency
AMCR_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMCR_combined.csv,MS is not supported as period frequency
AMD_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMD_combined.csv,MS is not supported as period frequency
AME_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AME_combined.csv,MS is not supported as period frequency
AMG_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMG_combined.csv,MS is not supported as period frequency
AMGN_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMGN_combined.csv,MS is not supported as period frequency
AMH_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMH_combined.csv,MS is not supported as period frequency
AMKR_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMKR_combined.csv,MS is not supported as period frequency
AMLX_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMLX_combined.csv,MS is not supported as period frequency
AMP_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMP_combined.csv,MS is not supported as period frequency
AMPH_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMPH_combined.csv,MS is not supported as period frequency
AMPL_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMPL_combined.csv,MS is not supported as period frequency
AMPX_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMPX_combined.csv,MS is not supported as period frequency
AMR_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMR_combined.csv,MS is not supported as period frequency
AMRC_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMRC_combined.csv,MS is not supported as period frequency
AMRX_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMRX_combined.csv,MS is not supported as period frequency
AMRZ_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMRZ_combined.csv,MS is not supported as period frequency
AMSC_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMSC_combined.csv,MS is not supported as period frequency
AMT_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMT_combined.csv,MS is not supported as period frequency
AMTM_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMTM_combined.csv,MS is not supported as period frequency
AMX_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMX_combined.csv,MS is not supported as period frequency
AMZN_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AMZN_combined.csv,MS is not supported as period frequency
AN_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AN_combined.csv,MS is not supported as period frequency
ANAB_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ANAB_combined.csv,MS is not supported as period frequency
ANDE_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ANDE_combined.csv,MS is not supported as period frequency
ANET_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ANET_combined.csv,MS is not supported as period frequency
ANF_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ANF_combined.csv,MS is not supported as period frequency
ANIP_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ANIP_combined.csv,MS is not supported as period frequency
AON_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AON_combined.csv,MS is not supported as period frequency
AORT_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AORT_combined.csv,MS is not supported as period frequency
AOS_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AOS_combined.csv,MS is not supported as period frequency
APA_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APA_combined.csv,MS is not supported as period frequency
APAM_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APAM_combined.csv,MS is not supported as period frequency
APD_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APD_combined.csv,MS is not supported as period frequency
APG_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APG_combined.csv,MS is not supported as period frequency
APGE_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APGE_combined.csv,MS is not supported as period frequency
APH_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APH_combined.csv,MS is not supported as period frequency
APLD_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APLD_combined.csv,MS is not supported as period frequency
APLE_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APLE_combined.csv,MS is not supported as period frequency
APLS_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APLS_combined.csv,MS is not supported as period frequency
APO_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APO_combined.csv,MS is not supported as period frequency
APP_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APP_combined.csv,MS is not supported as period frequency
APPF_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APPF_combined.csv,MS is not supported as period frequency
APPN_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APPN_combined.csv,MS is not supported as period frequency
APTV_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\APTV_combined.csv,MS is not supported as period frequency
AQN_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AQN_combined.csv,MS is not supported as period frequency
AR_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AR_combined.csv,MS is not supported as period frequency
ARCB_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARCB_combined.csv,MS is not supported as period frequency
ARCC_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARCC_combined.csv,MS is not supported as period frequency
ARCO_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARCO_combined.csv,MS is not supported as period frequency
ARDT_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARDT_combined.csv,MS is not supported as period frequency
ARDX_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARDX_combined.csv,MS is not supported as period frequency
ARE_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARE_combined.csv,MS is not supported as period frequency
ARES_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARES_combined.csv,MS is not supported as period frequency
ARGX_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARGX_combined.csv,MS is not supported as period frequency
ARHS_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARHS_combined.csv,MS is not supported as period frequency
ARI_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARI_combined.csv,MS is not supported as period frequency
ARLO_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARLO_combined.csv,MS is not supported as period frequency
ARLP_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARLP_combined.csv,MS is not supported as period frequency
ARM_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARM_combined.csv,MS is not supported as period frequency
ARMK_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARMK_combined.csv,MS is not supported as period frequency
AROC_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AROC_combined.csv,MS is not supported as period frequency
ARQT_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARQT_combined.csv,MS is not supported as period frequency
ARR_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARR_combined.csv,MS is not supported as period frequency
ARRY_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARRY_combined.csv,MS is not supported as period frequency
ARW_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARW_combined.csv,MS is not supported as period frequency
ARWR_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARWR_combined.csv,MS is not supported as period frequency
ARX_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ARX_combined.csv,MS is not supported as period frequency
AS_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\AS_combined.csv,MS is not supported as period frequency
ASAN_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASAN_combined.csv,MS is not supported as period frequency
ASB_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASB_combined.csv,MS is not supported as period frequency
ASGN_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASGN_combined.csv,MS is not supported as period frequency
ASH_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASH_combined.csv,MS is not supported as period frequency
ASML_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASML_combined.csv,MS is not supported as period frequency
ASND_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASND_combined.csv,MS is not supported as period frequency
ASO_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASO_combined.csv,MS is not supported as period frequency
ASR_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASR_combined.csv,MS is not supported as period frequency
ASTE_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASTE_combined.csv,MS is not supported as period frequency
ASTH_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASTH_combined.csv,MS is not supported as period frequency
ASTS_COMBINED,C:\Users\Rand Sobczak Jr\_rts\3_AI\the_Spine\the_OracleChambers\the_OracleChambers\VinV_1_0\data_yahoo_combined\ASTS_combined.csv,MS is not supported as period frequency
